Distrikt,Adresse,Type,Tømningshyppighed,Placering,Andet,northing,easting
syd,Søndervangs Alle / Søndervangen 42,holcher,2 gange,busstop,,56.11525,10.15410
syd,Matildelundsvej / Søndervangs Alle,SwingLine,2 gange,busstop,Rosenhøj Centret,56.11198,10.15037
syd,Grøndalsvej o.f 17,holcher,1 gang,busstop,,56.12154,10.14192
syd,Grøndalsvej 23,holcher,1 gang,busstop,,56.12092,10.14132
syd,Grøndalsvej 65,RM 70,1 gang,ved container,,56.12145,10.13566
syd,Grøndalsvej 65,holcher,1 gang,busstop,,56.12150,10.13551
syd,Grøndalsvej 150,RM 30,1 gang,busstop,,56.12160,10.13566
syd,Bøgeskov Høvej / Skovlundgårdsvej,holcher,1 gang,endestation,,56.12371,10.13282
syd,Bøgeskov Høvej / Skovlundgårdsvej,RM 70,1 gang,endestation,container,56.12342,10.13293
syd,Beder Landevej 5,RM 70,1 gang,på stander,ved rasteplads,56.06665,10.20768
syd,Chr. X's Vej / Gunnar Clausens Vej,holcher,2 gange,busstop,,56.10781,10.14986
syd,Chr. X's Vej / o.f. Gunnar Clausens Vej,holcher,2 gange,busstop,,56.10815,10.15100
syd,Chr. X's Vej o.f. 205,holcher,2 gange,busstop,,56.11201,10.15585
syd,Chr. X's Vej / Ringvej Syd,holcher,2 gange,busstop,,56.11264,10.15740
syd,Chr. X's Vej / Slet Møllevej,holcher,2 gange,busstop,,56.10462,10.14606
syd,Chr. X's Vej 266,holcher,2 gange,busstop,,56.10318,10.14325
syd,Egevangens Busvej / Egevangen,RM 30,2 gange,busstop,,56.04320,10.09038
syd,Egevangens Busvej / Kærgårdsparken,RM 30,2 gange,busstop,,56.04100,10.09048
syd,Kærgårdsparken 4,RM 30,2 gange,busstop,ved boligblokke,56.04043,10.08808
syd,Kærgårdsvej 45,RM 512,2 gange,busstop,,56.03827,10.08900
syd,Kærgårdsvej 77,lille med huller,2 gange,busstop,,56.03581,10.09241
syd,Østergårdsvej 275,RM 512,2 gange,busstop,,56.03656,10.08495
syd,Østergårdsvej 289,RM 30,2 gange,busstop,,56.03740,10.08250
syd,Østergårdsvej 282,RM 512,2 gange,busstop,,56.03752,10.08255
syd,Solbjerg Hovedgade 29,lille med huller,2 gange,busstop,,56.04255,10.08231
syd,Solbjerg Hovedgade / Solbjerg Hedevej,RM 30,2 gange,busstop,,56.04554,10.08242
syd,Solbjerg Hedevej 51,RM 30,2 gange,busstop,,56.04499,10.08708
syd,Fastrupvej 5-7,lille med huller,1 gang,busstop,,56.03770,10.07829
syd,Fastrupvej 21,RM 512,1 gang,busstop,,56.03857,10.07538
syd,Fastrupvej 47,lille med huller,1 gang,busstop,,56.03967,10.07045
syd,Gammel Horsensvej 63,RM 30,1 gang,busstop,,56.06769,10.09868
syd,Gammel Horsensvej 58,RM 30,1 gang,busstop,,56.06751,10.09801
syd,Gammel Horsensvej v/Fastrup,grøn otto,2 gange,p-plads,ved Solbejrg Sø,56.04102,10.07882
syd,Genvejen v/Møllebakken,grøn otto,1 gang,p-plads,"fra Sletvej, højre side",56.11223,10.11563
syd,Genvejen v/Lemmingvej,grøn otto,1 gang,p-plads,"fra Sletvej, venstre side",56.11299,10.11439
syd,Hasselager Alle 10,RM 30,1 gang,bussrop,,56.11549,10.12176
syd,Grøndalsvej 2,holcher,1 gang,busstop,,56.12374,10.15074
syd,Grøndalsvej 1,holcher,1 gang,busstop,,56.12364,10.15033
syd,Grøndalsvej 3,holcher,1 gang,busstop,Jyllands Posten,56.12292,10.14668
syd,Grønløkke Alle / Børupvej,RM 30,2 gange,busstop,,56.09441,10.12817
syd,Grønløkke Alle o.f. Børupvej,RM 70,2 gange,busstop,,56.09424,10.12821
syd,Grønløkke Allé  / stiunderføring,RM 30,2 gange,busstop,,56.09499,10.12234
syd,Gunnar Clausens Vej 26 D,lille med huller,1 gang,busstop,buslomme,56.10998,10.14067
syd,Hovedvejen / Lemmingvej,holcher,2 gange,busstop,,56.10754,10.11087
syd,Hovedvejen 46,grøn otto,2 gange,busstop,,56.10588,10.10064
syd,Hovedvejen 33,holcher,2 gange,busstop,,56.10569,10.10079
syd,Hovedvejen / Baunegårdsvej,grøn otto,2 gange,busstop,,56.10429,10.08637
syd,Hovedvejen / Ved Milepælen,grøn otto,2 gange,busstop,,56.10418,10.08779
syd,Hovedvejen / Kattrupvej,grøn otto,2 gange,busstop,,56.10328,10.07944
syd,Hovedvejen / Pilegårdsvej,grøn otto,2 gange,busstop,,56.10340,10.07811
syd,Hovedvejen / Kolt Kirkevej,grøn otto,2 gange,busstop,,56.10212,10.06962
syd,Hovedvejen / Beringvej,grøn otto,2 gange,busstop,,56.10209,10.07093
syd,Hovedvejen / Hovvejen,grøn otto,2 gange,busstop,,56.10049,10.06233
syd,Hovedvejen ved 122,grøn otto,2 gange,vigeplads,,56.10399,10.08384
syd,Hovedvejen o.f. 122,grøn otto,2 gange,vigeplads,,56.10384,10.08400
syd,Hørretvej 44,RM 30,1 gang,busstop,,56.07225,10.16512
syd,Hørretvej o.f. 44,RM 30,1 gang,busstop,,56.07214,10.16521
syd,Hørretvej 35 A,RM 512,1 gang,busstop,,56.07039,10.16311
syd,Hørretvej 34 A,RM 512,1 gang,busstop,,56.07019,10.16323
syd,Industrivej 8,RM 30,1 gang,busstop,,56.11125,10.13239
syd,Jelshøjvej 38 A,RM 30,2 gange,rasteplads,,56.09849,10.18691
syd,Jelshøjvej o.f. 45,RM 30,2 gange,rasteplads,,56.09708,10.18032
syd,Kolt Kirkevej 221 A,holcher,2 gange,endestation,buslomme,56.10666,10.06687
syd,Kolt Østervej / Kunnerupvej,holcher,2 gange,busstop,,56.10728,10.07201
syd,Kolt Østervej o.f. 12 v/ stiunderføring,holcher,2 gange,busstop,,56.10715,10.07206
syd,Kolt Østervej / Pilegårdsvej,holcher,2 gange,busstop,,56.10792,10.07598
syd,Kolt Østervej v/stiunderføring,holcher,2 gange,busstop,,56.10875,10.07816
syd,Kolt Østervej v/Baunegårdsvej 163,holcher,2 gange,busstop,,56.10893,10.07958
syd,Kolt Østervej v/Baunegårdsvej 183,holcher,2 gange,busstop,,56.10965,10.08282
syd,Kolt Øsrervej / Kunneruphøj,holcher,2 gange,busstop,,56.10986,10.08331
syd,Koltvej 49,holcher,2 gange,busstop,,56.10764,10.09050
syd,Koltvej 19,holcher,2 gange,busstop,,56.10699,10.09519
syd,Koltvej 24,holcher,2 gange,busstop,,56.10707,10.09564
syd,Landevejen / Orholt Alle,RM 30,1 gang,ved busstop,,56.08443,10.12149
syd,Landevejen Tingskov Alle,RM 30,1 gang,ved busstop,,56.08474,10.12309
syd,Landevejen 5A,RM 30,1 gang,ved busstop,,56.09159,10.13261
syd,Landevejen 2B,RM 30,1 gang,ved busstop,,56.09128,10.13317
syd,Landevejen v/ Vestre Tingskovvej,BMV,2 gange,p-plads,,56.08053,10.11479
syd,Landevejen v/ Vestre Tingskovvej,BMV,2 gange,p-plads,,56.08092,10.11481
syd,Landevejen v/ Tingskoven,BMV,2 gange,p-plads,,56.08104,10.11678
syd,Landevejen v/ Tingskoven,BMV,2 gange,p-plads,,56.08053,10.11662
syd,Lemmingvej / Hasselhøj,holcher,1 gang,busstop,,56.11101,10.10454
syd,Lemmingvej 190,holcher,1 gang,busstop,,56.11398,10.10667
syd,Møllebakken / Jegstrupvej,holcher,2 gange,busstop,,56.10747,10.11188
syd,Møllebakken / Genvejen,grøn otto,2 gange,busstop,,56.10914,10.11802
syd,Møllebakken / Sletvej,holcher,2 gange,busstop,,56.10918,10.11935
syd,Møllebakken / Hasselager Alle,holcher,1 gang,busstop,,56.11182,10.12476
syd,Skanderborgvej / Gunnar Clausens Vej,RM 70,1 gang,busstop,,56.11218,10.12665
syd,Skanderborgvej / Gunnar Clausens Vej,holcher,1 gang,busstop,,56.11207,10.12639
syd,Skanderborgvej / Hasselager Centervej,holcher,1 gang,busstop,,56.11479,10.13193
syd,Skanderborgvej / Øllegårdsvej,holcher,1 gang,busstop,,56.11537,10.13432
syd,Skanderborgvej før 232,RM 30,1 gang,busstop,,56.11883,10.14173
syd,Skanderborgvej 275,holcher,1 gang,busstop,,56.11948,10.14429
syd,Skanderborgvej / Ravnsbjergvej,holcher,2 gange,busstop,,56.12058,10.14589
syd,Skanderborgvej / Ringvej Syd,holcher,2 gange,busstop,,56.12060,10.14697
syd,Skanderborgvej / Risdalsvej,holcher,1 gang,busstop,,56.12160,10.14918
syd,Skanderborgvej / Grøndalsvej 1,holcher,1 gang,busstop,,56.12303,10.15132
syd,Skanderborgvej o.f. Grøndalsvej,holcher,1 gang,busstop,,56.12315,10.15248
syd,Skanderborgvej 251,holcher,1 gang,busstop,,56.12466,10.15575
syd,Skanderborgvej 226,grøn otto,1 gang,busstop,v/ Viby Stadion,56.12502,10.15560
syd,Skanderborgvej o.f. 212,holcher,1 gang,busstop,,56.12614,10.15919
syd,Skanderborgvej 206,holcher,2 gange,busstop,,56.12670,10.15957
syd,Skanderborgvej 190,RM 70,2 gange,taxa skilt,,56.12801,10.16128
syd,Skanderborgvej 188,holcher,2 gange,busstop,,56.12820,10.16146
syd,Skanderborgvej 186,holcher,2 gange,busstop,,56.12837,10.16165
syd,Skanderborgvej 184,holcher,2 gange,busstop,,56.12854,10.16183
syd,Skanderborgvej 184,bmv,2 gange,busstop,,56.12859,10.16187
syd,Skanerborgvej 224 B,RM 70,2 gange,p-plads,,56.12586,10.15735
syd,Skanderborgvej 224 B,RM 70,2 gange,p-plads,,56.12547,10.15645
syd,Mårslet Byvej v/ Hørretvej 52,RM 30,1 gang,busstop,,56.07304,10.16643
syd,Mårslet Byvej 2,RM 30,1 gang,busstop,,56.07264,10.16678
syd,Østerby Alle / Damvænget,RM 30,2 gange,busstop,,56.08513,10.14050
syd,Østerby Alle / Parkvænget 40,RM 512,2 gange,busstop,,56.08730,10.14108
syd,Torve Alle / Østerby Alle,RM 30,2 gange,busstop,,56.09054,10.14240
syd,Torve Alle v/ Kirketorvet,RM 30,2 gange,busstop,,56.09167,10.13679
syd,Torvevænget / Torve Alle,RM 70,2 gange,busstop,,56.09185,10.13701
syd,Torvevænget 256,RM 30,2 gange,busstop,,56.09419,10.13941
syd,Orholt Alle / sti v. Tranbjerg Super,RM 30,2 gange,busstop,,56.08564,10.11944
syd,Ormslevvej 56,holcher,1 gang,busstop,,56.13038,10.15760
syd,Ormslevvej 67,holcher,1 gang,busstop,,56.13024,10.15745
syd,Ormslevvej 75,holcher,1 gang,busstop,,56.12997,10.15528
syd,Ormslevvej / Myrholmsvej,holcher,1 gang,busstop,,56.12991,10.15403
syd,Ormslevvej / Langtoftevej,holcher,1 gang,busstop,,56.12908,10.14896
syd,Ormslevvej 121,holcher,1 gang,busstop,,56.12862,10.14407
syd,Bøgeskov Høvej 247,holcher,2 gange,busstop,,56.12614,10.13541
syd,Ormslevvej 226,RM 70,1 gang,skilt,under MV-bro,56.12780,10.13258
syd,Ormslevvej 226,RM 70,1 gang,skilt,under MV-bro,56.12809,10.13204
syd,Ravnsbjergvej / sti til Grøfthøjparken,holcher,1 gang,busstop,,56.12377,10.14274
syd,Ravnsbjergvej / Slemersvej 44,holcher,1 gang,busstop,,56.12236,10.14483
syd,Ringvej Syd / Skanderborgvej,holcher,2 gange,busstop,,56.12003,10.14650
syd,Ringvej Syd / Søndervangs Alle,holcher,2 gange,busstop,,56.11441,10.15280
syd,Ringvej Syd / Søndervangs Alle 45,holcher,2 gange,busstop,,56.11387,10.15306
syd,Ringvej Syd / Chr. X's Vej 66,holcher,2 gange,busstop,,56.11271,10.15649
syd,Rosenvangs Alle ved 249,holcher,2 gange,busstop,,56.11663,10.20609
syd,Rosenvangs Allé 245,holcher,2 gange,busstop,,56.11643,10.20619
syd,Rosenvangs Alle / Oddervej,RM 70,2 gange,skilt,Højbjerg Torv,56.11629,10.20651
syd,Rosenvangs Alle 217,holcher,2 gange,busstop,,56.11728,10.19963
syd,Rosenvangs Alle 218 A,holcher,2 gange,busstop,,56.11718,10.19893
syd,Rosenvangs Alle 206 B,holcher,2 gange,busstop,,56.11779,10.19595
syd,Skovgårdsvænget 660,RM 30,2 gange,busstop,,56.09197,10.11796
syd,Skovgårdsvænget 428,RM 30,2 gange,busstop,,56.08964,10.11670
syd,Skovgårdsvænget 2,RM 30,1 gang,busstop,,56.08747,10.11546
syd,Sti bag Kirkevænget 272,RM 30,1 gang,på stander,,56.08755,10.13328
syd,Sti v/ Kirketorvet bag kirken,RM 70,1 gang,på lygtepæl,,56.09058,10.13538
syd,Sti v/ Kirketorvet bag skolen,RM 70,1 gang,på lygtepæl,,56.08988,10.13942
syd,Sti v/ Kærgårdsvej 16,RM 30,1 gang,ved bænk,,56.03897,10.08603
syd,Sti v/ Kærgårdsvej 16,RM 30,1 gang,ved bænk,,56.03903,10.08743
syd,Tandervej 6 A,RM 512,2 gange,busstop,,56.06677,10.16097
syd,Tandervej 5,RM 30,2 gange,busstop,,56.06658,10.16114
syd,Tandervej o.f. 30,RM 512,2 gange,busstop,buslomme,56.06395,10.15812
syd,Thorvald Jensen Vej,RM 70,2 gange,på stander,p-plads,56.12917,10.16030
syd,Thorvald Jensen Vej,SwingLine,2 gange,p-plads,,56.12922,10.16024
syd,Tingskov Alle v/Kirkevænget 17 A,RM 30,2 gange,busstop,ved sti,56.08421,10.12347
syd,Tingskov Alle 17,RM 70,1 gang,busstop,buslomme,56.08308,10.13151
syd,Tingskov Alle 95,RM 70,1 gang,busstop,buslomme,56.08460,10.15197
syd,Tingskoven ved nr 2,RM 30,2 gange,på stander,vigeplads i skoven,56.07824,10.11687
syd,Torshøjvej 43  v/MV E3 syd,træ-stativ stor,1 gang,p-plads,,56.10762,10.05363
syd,Tranbjerg Hovedgade 70,holcher,2 gange,busstop,,56.09371,10.13487
syd,Tranbjerg Hovedgade 55,holcher,2 gange,busstop,,56.09376,10.13534
syd,Tranbjerg Hovedgade 46,holcher,2 gange,busstop,,56.09547,10.13620
syd,Tranbjerg Hovedgade 31,holcher,2 gange,busstop,,56.09613,10.13676
syd,Tranbjerg Hovedgade 2,holcher,2 gange,busstop,,56.09822,10.13799
syd,Tranbjerg Hovedgade 18 A,holcher,2 gange,busstop,,56.09863,10.13802
syd,Vangsbovej 3,holcher,1 gang,busstop,,56.10675,10.09894
syd,Vangsbovej o.f. Hasselbakken,holcher,1 gang,busstop,,56.10893,10.09855
syd,Vangsbovej 21,holcher,1 gang,busstop,,56.11114,10.09897
syd,Sti bag Kirkevænget 175,RM 70,1 gang,på stander,,56.08509,10.13190
syd,Søndervangs Alle 7,Holcher,2 gange,busstop,,56.10953,10.14884
syd,Søndervangs Alle 35-37,Holcher,2 gange,busstop,,56.10953,10.14902
syd,Søndervangs Alle 40,Holcher,2 gange,busstop,,56.11123,10.14992
syd,Søndervangs Alle 37,Holcher,2 gange,busstop,,56.11121,10.15010
syd,Holmevej 147,Holcher,2 gange,busstop,,56.12072,10.18690
syd,Onsholtvej o.f. nr. 8,RM30,1 gang,,,56.12344,10.12897
syd,Trankærmosevej v. Tingskov Alle,RM 30,1 gang,,,56.08274,10.12780
syd,Ved Bredgade i Malling,RM30,2 gange,,,56.03753,10.19378
syd,Skanderborgvej 226,RM 30,2 gange,p-plads,,56.12518,10.15532
syd,Skanerborgvej 224 B,RM 30,2 gange,p-plads,,56.12602,10.15707
syd,Skanderborgvej 224 B,RM 30,2 gange,p-plads,,56.12563,10.15617
Vest,Ormslevvej 230,SwingLine,1 gang,ved busstop,,56.12862,10.11673
syd,Ormslevvej / Viengevej,RM70,3 gange,P-Plads,,56.12936,10.15181
Vest,Gudrunsvej ved City Vest,Grøn Otto,1 gang,på stander,,56.15510,10.13227
midt,Ankersgade 21,Holcher,3 gange,ved busstop,,56.14788,10.19036
midt,Nordre Ringgade / M. Erichsens Vej,RM 30,2 gange,ved bænk - nord,vinter efter behov,56.17525,10.21550
midt,Nordre Ringgade / M. Erichsens Vej,RM 30,2 gange,ved bænk - syd,vinter efter behov,56.17512,10.21544
midt,Viborgvej / Vestre Ringgade,Designit,2 gange,fortov,på hjørnet ved cykelparkering,56.16136,10.18266
midt,Viborgvej / Vestre Ringgade,TipLine,2 gange,ved bænk,,56.16089,10.18248
midt,Carl Blochs Gade 30,Holcher,2 gange,ved busstop,,56.15452,10.19319
midt,Hans Broges Gade 49,Holcher,2 gange,ved busstop,,56.14215,10.20402
midt,Banegårdspladsen / Ryesgade,Designit,5 gange,fortov,ved fodgængerfelt,56.15080,10.20466
midt,Ryesgade/ Ny Banegårdsgade,Designit,5 gange,fortov,Japan photo,56.15088,10.20511
midt,Ryesgade 33,Designit,5 gange,fortov,ved Aagaard Optik,56.15111,10.20486
midt,Ryesgade 31,Designit,5 gange,fortov,ved Guldager,56.15136,10.20492
midt,Ryesgade 28 A,Designit,5 gange,fortov,ved Skt. Knuds Kirke,56.15138,10.20472
midt,Skt. Knuds Torv,Designit,5 gange,ved bænk,,56.15150,10.20532
midt,Ryesgade 22,Designit,5 gange,ved bænk,indgang til Skt. Knuds Skole,56.15165,10.20466
midt,Ryesgade 29,Designit,5 gange,fortov,overfor Skt. Knuds Skole,56.15162,10.20499
midt,Ryesgade 25,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15186,10.20505
midt,Ryesgade 23,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15200,10.20506
midt,Ryesgade 18,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15204,10.20492
midt,Rosenkrantzgade / Ryesgade,Designit,2 gange,fortov,,56.15221,10.20525
midt,Ryesgade 10,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15237,10.20499
midt,Ryesagde 9,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15243,10.20517
midt,Ryesgade 4-6,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15259,10.20505
midt,Ryesgade 1,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15280,10.20525
midt,Ryesgade / Sønder Alle,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15290,10.20527
midt,Søndergade v/ Akaden,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15303,10.20547
midt,Søndergade 76 / Sønder Alle,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15313,10.20514
midt,Søndergade 74-76,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15317,10.20525
midt,Søndergade 55,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15316,10.20544
midt,Søndergade 74,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15325,10.20534
midt,Søndergade 53,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15341,10.20568
midt,Søndergade 53,Designit,1 gang dagligt,ved bænk - syd,ekstra tømning 1/5-30/9 + fest,56.15353,10.20580
midt,Søndergade 53,Designit,1 gang dagligt,ved bænk - nord,ekstra tømning 1/5-30/9 + fest,56.15359,10.20586
midt,Søndergade 64-66,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15376,10.20587
midt,Søndergade 45,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15380,10.20606
midt,Søndergade 39-41,Designit,1 gang dagligt,ved bænk - syd,ekstra tømning 1/5-30/9 + fest,56.15397,10.20621
midt,Søndergade 39-41,Designit,1 gang dagligt,ved bænk - nord,ekstra tømning 1/5-30/9 + fest,56.15401,10.20626
midt,Søndergade 44,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15423,10.20630
midt,Søndergade 44,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15424,10.20632
midt,Søndergade 42,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15434,10.20647
midt,Søndergade 36 B,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15451,10.20662
midt,Søndergade 30-32,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15473,10.20683
midt,Søndergade 28-30,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15480,10.20689
midt,Søndergade 14-16,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15509,10.20721
midt,Søndergaee 6 / Telefonsmøgen,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15533,10.20746
midt,Søndergade 2,Designit,1 gang dagligt,bro over Fiskergade,ekstra tømning 1/5-30/9 + fest,56.15570,10.20790
midt,Søndergade 1A,Designit,1 gang dagligt,bro over Fiskergade,ekstra tømning 1/5-30/9 + fest,56.15564,10.20802
midt,Skt. Clemens Bro 10,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15579,10.20806
midt,Skt. Clemens Bro 10,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15583,10.20811
midt,Skt. Clemens Bro 10,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15597,10.20830
midt,Skt. Clemens Bro 10,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15601,10.20834
midt,Skt. Clemens Bro over åen,Clemens spand,1 gang dagligt,på hegn,ekstra tømning 1/5-30/9 + fest,56.15607,10.20842
midt,Skt. Clemens Bro over åen,Clemens spand,1 gang dagligt,på hegn,ekstra tømning 1/5-30/9 + fest,56.15612,10.20851
midt,Skt. Clemens Torv 8,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15619,10.20860
midt,Skt. Clemens Torv 11,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15613,10.20871
midt,Skt Clemens Torv 17,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15569,10.20819
midt,Skt Clement Torv 17,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15575,10.20819
midt,Skt Clemens Torv 17,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15581,10.20827
midt,Skt Clemens Torv 15,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15588,10.20837
midt,Skt. Clemens Torv 15,Clemens spand,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15593,10.20844
midt,Skt. Clemens Torv over åen,Clemens spand,1 gang dagligt,på hegn,ekstra tømning 1/5-30/9 + fest,56.15601,10.20854
midt,Skt. Clemens Torv over åen,Clemens spand,1 gang dagligt,på hegn,ekstra tømning 1/5-30/9 + fest,56.15606,10.20862
midt,Skt. Clemens Torv 6 B,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15655,10.20906
midt,Skt. Clemens Torv 2,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15684,10.20945
midt,Store Torv 1,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15692,10.20939
midt,Store Torv 3,Designit,1 gang dagligt,fortov ml 1og 3,ekstra tømning 1/5-30/9 + fest,56.15698,10.20923
midt,Store Torv 5,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15725,10.20860
midt,Store Torv 9,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15741,10.20811
midt,Store Torv 4,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15731,10.20940
midt,Store Torv 10,Designit,1 gang dagligt,fortov ml 8 og 10,ekstra tømning 1/5-30/9 + fest,56.15739,10.20895
midt,Store Torv 14,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15746,10.20843
midt,Badstuegade 8,Designit,1 gang dagligt,ved Pustervig,ekstra tømning 1/5-30/9 + fest,56.15828,10.20818
midt,Volden 7,Designit,1 gang dagligt,ved Pustervig,ekstra tømning 1/5-30/9 + fest,56.15818,10.20851
midt,Lille Torv 2,SemiLine,1 gang dagligt,på væg,ekstra tømning 1/5-30/9 + fest,56.15776,10.20734
midt,Guldsmedgade 1-3,Designit,1 gang dagligt,fortov o.f. 8A,ekstra tømning 1/5-30/9 + fest,56.15832,10.20711
midt,Guldsmedgade 3,Designit,1 gang dagligt,"fortov, Føtex",ekstra tømning 1/5-30/9 + fest,56.15876,10.20749
midt,ved Klostertorv 10,SwingLine,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15851,10.20607
midt,ved Klostertorv 6,SwingLine,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15841,10.20630
midt,ved Klostertorv 9,SwingLine,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15826,10.20593
midt,ved Klostertorv 7,SwingLine,1 gang dagligt,ved bænk,ekstra tømning 1/5-30/9 + fest,56.15823,10.20619
midt,Vestergade 5-7,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15763,10.20582
midt,Vestergade 8,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15770,10.20589
midt,Vestergade 6A,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15769,10.20631
midt,Vestergade 1,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15760,10.20669
midt,Lille Torv 8,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15768,10.20695
midt,Lille Torv / Immervad,Designit,1 gang dagligt,ved bænke-ø,ekstra tømning 1/5-30/9 + fest,56.15753,10.20703
midt,Lille Torv / Immervad,Designit,1 gang dagligt,ved bænke-ø,ekstra tømning 1/5-30/9 + fest,56.15752,10.20711
midt,Immervad 1,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15744,10.20740
midt,Immervad 5,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15722,10.20725
midt,Immervad 2,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15714,10.20694
midt,Immervad / Skt. Clemens Stræde,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15706,10.20713
midt,Immervad 9,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15701,10.20709
midt,Skt. Clemens Stræde 1,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15708,10.20733
midt,Skt. Clemens Stræde 4,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15704,10.20738
midt,Maren Smeds Gyde 2,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15724,10.20769
midt,Skt. Clemens Stræde 5,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15695,10.20779
midt,Skt. Clemens Stræde 11,Designit,1 gang dagligt,fortov,ekstra tømning 1/5-30/9 + fest,56.15658,10.20863
midt,Åboulevarden 66,SwingLine,1 gang dagligt,fortov - langs åen,ekstra tømning 1/5-30/9 + fest,56.15687,10.20702
midt,Åboulevarden 66,Designit,1 gang dagligt,ved Cross,ekstra tømning 1/5-30/9 + fest,56.15684,10.20713
midt,Åboulevarden 66,Designit,1 gang dagligt,ved Cross,ekstra tømning 1/5-30/9 + fest,56.15683,10.20717
midt,Åboulevarden 66,Designit,1 gang dagligt,ved Cross,ekstra tømning 1/5-30/9 + fest,56.15680,10.20724
